rPos_deg,AOTU002_a,AOTU002_c,AOTU005_3,AOTU015_4,AOTU016_a,AOTU016_c,AOTU019_7,AOTU025_8,AOTU026_9,AOTU027_10,LAL026_a,LAL027_12,LAL028_13,LAL029_e
-8.4051724137931,0.0221224116499409,0.012528228211166,1.87942191199344e-16,2.11561270335283e-16,4.29690412943661e-16,2.98396120099765e-17,0.551164379761827,1.51945198933341e-16,2.28675629816137e-16,1.66722911547805e-16,6.31841943195375e-16,9.77602526803039e-17,5.01305481767605e-16,6.15548567748658e-16
-8.01724137931035,0.0238485764875969,0.0126647312290441,1.87942191199344e-16,1.05780635167642e-16,4.29690412943661e-16,2.98396120099765e-17,0.576655558380153,3.79862997333351e-16,1.6141809163492e-16,1.66722911547805e-16,8.51613053872027e-16,9.77602526803039e-17,3.22267809707746e-16,6.15548567748658e-16
-7.62931034482759,0.0253733867247622,0.0127527819299198,2.81913286799016e-16,2.11561270335283e-16,4.29690412943661e-16,3.69442815361614e-17,0.600217644931574,3.79862997333351e-16,1.6141809163492e-16,3.54286187039086e-16,6.31841943195375e-16,9.77602526803039e-17,5.01305481767605e-16,6.15548567748658e-16
-7.24137931034483,0.0266752334821632,0.0127931384484143,2.81913286799016e-16,3.17341905502925e-16,4.29690412943661e-16,2.98396120099765e-17,0.622014956007009,3.79862997333351e-16,1.6141809163492e-16,3.54286187039086e-16,6.31841943195375e-16,9.77602526803039e-17,5.01305481767605e-16,6.15548567748658e-16
-6.85344827586207,0.0277455689660829,0.0127986348122867,9.3971095599672e-17,3.17341905502925e-16,2.14845206471831e-16,2.98396120099765e-17,0.642256893066616,3.79862997333351e-16,1.6141809163492e-16,3.54286187039086e-16,4.12070832518723e-16,9.77602526803039e-17,6.80343153827464e-16,6.15548567748658e-16
-6.46551724137931,0.0285881800151415,0.0127715508663784,9.3971095599672e-17,3.17341905502925e-16,4.29690412943661e-16,2.98396120099765e-17,0.66103020441716,3.79862997333351e-16,8.07090458174602e-17,3.54286187039086e-16,6.31841943195375e-16,1.95520505360608e-16,8.23573291475351e-16,6.15548567748658e-16
-6.07758620689655,0.0292174932237379,0.0127340017394601,1.87942191199344e-16,2.11561270335283e-16,4.29690412943661e-16,2.27349424837916e-17,0.678282026701385,1.51945198933341e-16,8.07090458174602e-17,1.66722911547805e-16,6.31841943195375e-16,1.95520505360608e-16,5.01305481767605e-16,2.91575637354627e-16
-5.68965517241379,0.0296562030643377,0.0126843795973756,1.87942191199344e-16,2.11561270335283e-16,4.29690412943661e-16,1.56302729576067e-17,0.694210535047266,0,8.07090458174602e-17,1.66722911547805e-16,8.51613053872027e-16,9.77602526803039e-17,6.80343153827464e-16,2.91575637354627e-16
-5.30172413793103,0.0299315785066796,0.012636681673598,2.81913286799016e-16,2.11561270335283e-16,4.29690412943661e-16,1.56302729576067e-17,0.708233872798429,1.51945198933341e-16,0,0.000405807414426823,8.51613053872027e-16,9.77602526803039e-17,5.01305481767605e-16,2.91575637354627e-16
-4.91379310344828,0.0300696617031775,0.0125889027653944,2.81913286799016e-16,2.11561270335283e-16,2.14845206471831e-16,1.56302729576067e-17,0.720556801659699,1.51945198933341e-16,8.07090458174602e-17,0.000732478899028721,8.51613053872027e-16,9.77602526803039e-17,5.01305481767605e-16,2.91575637354627e-16
-4.52586206896552,0.0301109785844694,0.0125603194763464,2.81913286799016e-16,2.11561270335283e-16,4.29690412943661e-16,2.27349424837916e-17,0.732272780978039,3.79862997333351e-16,8.07090458174602e-17,0.00168812530646529,8.51613053872027e-16,9.77602526803039e-17,5.01305481767605e-16,6.15548567748658e-16
-4.13793103448276,0.0300803297821452,0.012541610133487,2.81913286799016e-16,2.11561270335283e-16,6.44535619415492e-16,2.98396120099765e-17,0.742402999758228,1.51945198933341e-16,2.28675629816137e-16,0.00293011171355615,6.31841943195375e-16,0,5.01305481767605e-16,9.39521498142688e-16
